SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMTSTPTREF,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-13FXS-0011-R8a-SM-5J1MN,,"B1, A1",,7.8,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-46363,RNA isolation_PAXgene Tissue miRNA,12/2/13,LCSET-4816,3/22/14,TrueSeq.v1,USE ME,,0.90690714,96540,0.95234615,1013,0.915126,0.8755152,0.22994162,26554,0.6267005,0.8522223,76,57.23627,0.003744909,394,46321679,93040135,0.047482174,7750955,101669206,5373214,0.769828,147319,44744746,75662,0.039853673,0,0.076830916,0.57350993,0.80120677,58308301,0.003439484,19279561,5777897,19567790,348,19626717,8972735,0.003593568,19912577,50.361485,0.07623699,0.9233449,825,0.37329945,50.370975
GTEX-13FXS-3126-SM-5J2NN,1,B1,3 pieces; some attached meninges,7,Brain,Brain - Cortex,1870,767,845,Actual Death,BP-46943,RNA Extraction from Paxgene-derived Lysate Plate Based,12/10/13,LCSET-4817,3/22/14,TrueSeq.v1,USE ME,,0.8239925,84842,0.9605504,612,0.87264067,0.84892815,0.29863426,27055,0.7514221,0.75954634,76,67.12858,0.003873612,290,86345798,90903727,0.03904248,3215441,104170856,5977002,0.5947513,149894,41603822,39917,0.02301136,0,0.11162225,0.65572155,0.74080926,68307069,0.004120762,18100420,4866733,18413561,262,20391422,12281922,0.003990298,20388394,49.99629,0.030866992,0.9212889,901,0.24857791,50.428795
GTEX-13G51-0011-R10b-SM-5LZYF,,"B1, A1",,5.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-46932,RNA isolation_PAXgene Tissue miRNA,12/10/13,LCSET-4901,3/23/14,TrueSeq.v1,USE ME,,0.92713827,55843,0.9667853,991,0.93123484,0.9046178,0.3163511,24365,0.6432415,0.76403725,76,39.040165,0.002611627,239,33338426,63278375,0.03282869,3909291,67951044,3726346,0.6305731,143159,30646328,75519,0.042688265,0,0.062167525,0.5990089,0.8424116,40703278,0.002694844,13370761,3351401,13733987,213,13754984,7039474,0.002653053,13585033,49.68919,0.057530995,0.9353314,843,0.35675848,50.67004
GTEX-13G51-0011-R5a-SM-5L3EB,,"B1, A1",,8.2,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-46363,RNA isolation_PAXgene Tissue miRNA,12/2/13,LCSET-4822,3/23/14,TrueSeq.v1,USE ME,,0.9153156,74032,0.94966614,808,0.9267278,0.8560177,0.29028592,26099,0.74804467,0.7170176,76,49.591663,0.002949532,229,60140329,70789852,0.04997229,4283166,76386898,7738594,0.6266255,147894,34117802,55370,0.029435093,0,0.093648404,0.6932338,0.7932954,52953974,0.00276019,14639524,4023183,14777035,218,15019921,9163278,0.002856027,15119326,50.164906,0.056072,0.93813974,862,0.25195527,50.23373
GTEX-13G51-0011-R6b-SM-5LZX4,,"B1, A1",,7.1,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-47085,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4901,3/23/14,TrueSeq.v1,USE ME,,0.9256727,60918,0.95805746,1017,0.9301227,0.89047986,0.2723689,24862,0.6580353,0.81237644,76,38.16357,0.002586816,226,33988394,60655401,0.041650783,5748656,65212260,3468738,0.63730764,143923,29324928,72737,0.04268623,0,0.06757763,0.6120535,0.8282555,39913393,0.002689282,12737501,3258146,12909954,202,12938863,6963963,0.002637804,12950310,50.02211,0.088153,0.93457264,804,0.34196475,50.3362
GTEX-13G51-0011-R8b-SM-5LZZ4,,"B1, A1",,7.9,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-46932,RNA isolation_PAXgene Tissue miRNA,12/10/13,LCSET-4901,3/23/14,TrueSeq.v1,USE ME,,0.92686737,460663,0.95862114,268,0.9302989,0.85805774,0.3102888,33036,0.60461605,0.7279521,76,257.068,0.002579763,782,191378219,416840437,0.04097802,17540208,448071532,25118264,0.5818217,163727,201723853,15210,0.007968119,0,0.10056337,0.56247365,0.7982502,252028418,0.002643062,87834883,20954393,88928759,633,89097169,57333809,0.002611296,88964375,49.96271,0.039146002,0.93373036,951,0.39538392,50.309414
GTEX-13G51-3026-SM-5IJB8,1,B1,2 pieces,5.9,Brain,Brain - Cortex,1870,983,777,Actual Death,BP-46943,RNA Extraction from Paxgene-derived Lysate Plate Based,12/10/13,LCSET-4814,3/4/14,TrueSeq.v1,USE ME,,0.924455,80049,0.97173613,668,0.93676585,0.8557604,0.27796695,25868,0.73140323,0.8257783,76,57.04961,0.003747494,357,60120231,76985689,0.028001789,2486429,82182422,10955502,0.6013625,146317,37109850,47136,0.026159199,0,0.11597577,0.68515354,0.8016471,56307581,0.002918846,15712984,3026439,15926995,247,16072015,9795590,0.003338615,16409775,50.519924,0.030254997,0.9490767,863,0.26859677,50.338196
GTEX-13IVO-0011-R10a-SM-5LZY3,,"C1, A1",,5.8,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-46932,RNA isolation_PAXgene Tissue miRNA,12/10/13,LCSET-4901,3/23/14,TrueSeq.v1,USE ME,,0.9201841,37905,0.9604342,1285,0.9248333,0.89891064,0.24545881,22820,0.4496005,0.84128505,76,24.342789,0.003033108,219,15920234,60700022,0.039440297,11919104,65633476,3925712,0.7284955,135552,29390384,100537,0.053553697,0,0.0615236,0.4158055,0.83134246,27290760,0.003144714,13058371,4113183,13322594,217,13290775,3628664,0.00308863,13348478,50.108303,0.18160099,0.9294824,786,0.5503995,50.500786
GTEX-13IVO-0011-R5a-SM-5L3CY,,"C1, A1",,6.2,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-46364,RNA isolation_PAXgene Tissue miRNA,12/2/13,LCSET-4822,3/23/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-13IVO-0011-R6b-SM-5K7X9,,"C1, A1",,5.9,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-46363,RNA isolation_PAXgene Tissue miRNA,12/2/13,LCSET-4819,3/16/14,TrueSeq.v1,USE ME,,0.9311484,36876,0.97617,1498,0.9394637,0.93429726,0.19073354,22259,0.29732993,0.88308346,76,28.343391,0.003024321,275,13137060,86085768,0.023779366,24951085,91632886,16636388,0.8916209,127853,41872768,142476,0.07421967,0,0.04187273,0.27933067,0.8777383,25595875,0.003144401,19385483,5258800,19397167,329,19270862,2904884,0.003083829,20186355,51.160114,0.27229398,0.94777894,701,0.70267004,50.01507
GTEX-13IVO-0011-R8a-SM-5L3DY,,"C1, A1",,7.3,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-46363,RNA isolation_PAXgene Tissue miRNA,12/2/13,LCSET-4822,3/23/14,TrueSeq.v1,USE ME,,0.9238493,53650,0.9680952,1134,0.9357136,0.90874076,0.22848515,24242,0.53753895,0.8561615,76,34.12464,0.00314811,226,23614505,66331137,0.031746283,12225535,70888284,7143698,0.7326072,141032,32025710,97630,0.05078632,0,0.059354357,0.5029825,0.8503211,35655569,0.002999652,14273199,3962850,14490555,242,14587075,5438791,0.003074823,14901555,50.533222,0.17246199,0.9475779,784,0.46246105,50.37783
GTEX-13IVO-2926-SM-5L3CZ,2,C1,4 pieces;focally meninges attached,6.1,Brain,Brain - Cortex,1870,666,1107,Actual Death,BP-46734,RNA Extraction from Paxgene-derived Lysate Plate Based,12/6/13,LCSET-4822,3/23/14,TrueSeq.v1,USE ME,,0.9084728,50847,0.93294334,1017,0.922551,0.85316247,0.26634747,24148,0.5532962,0.8593344,76,30.89925,0.003352091,187,23875178,63422243,0.06686483,11058302,68746598,6808808,0.666842,141405,30480290,79241,0.044168755,0,0.07978089,0.510444,0.7870859,35091287,0.003260539,13078632,5677358,13209949,192,13393199,5449115,0.003307013,13679352,50.528492,0.16085598,0.9366292,775,0.4467038,50.249763
GTEX-13JUV-0011-R10b-SM-5LZXR,,"B1, A1",,5.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-46977,RNA isolation_PAXgene Tissue miRNA,12/11/13,LCSET-4901,3/23/14,TrueSeq.v1,USE ME,,0.9245729,73528,0.965845,936,0.9289492,0.89945126,0.2957412,24804,0.6946749,0.74112505,76,46.839737,0.00317261,228,44975578,68416756,0.03378329,5057666,73649612,4185698,0.6421559,144069,33080628,68932,0.037410587,0,0.066393696,0.6453177,0.8355445,47527399,0.003269681,14454892,3465545,14671847,210,14697069,8877071,0.003220917,14701954,50.00831,0.068671994,0.9333256,831,0.30532515,50.37243
GTEX-13JUV-0011-R5a-SM-5LZY5,,"B1, A1",,8.5,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-47085,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4901,3/23/14,TrueSeq.v1,USE ME,,0.93034005,75206,0.95941937,865,0.9335568,0.8811049,0.26857188,25605,0.67847383,0.76197237,76,47.693768,0.003077405,231,43770147,71820274,0.040318713,5495628,76931874,4115652,0.64056265,146928,34814883,60008,0.033136748,0,0.078314446,0.6333939,0.82256144,48728175,0.003122635,15080425,4287409,15435731,232,15432149,8767008,0.003099942,15290338,49.769207,0.071435,0.93677354,860,0.3215262,50.58216
GTEX-13JUV-0011-R6b-SM-5LZYG,,"B1, A1",,7.1,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-46977,RNA isolation_PAXgene Tissue miRNA,12/11/13,LCSET-4901,3/23/14,TrueSeq.v1,USE ME,,0.91974264,61388,0.9511814,1032,0.9238394,0.8675442,0.27160418,24686,0.62123173,0.82873034,76,31.867468,0.003454958,179,28080032,58329594,0.048621308,5938025,63138238,3311300,0.6647011,142719,28208120,74864,0.040050503,0,0.083637275,0.5739183,0.8014714,36236190,0.003558283,12184930,4190309,12445812,171,12435523,5309280,0.003506392,12406953,49.942497,0.09404799,0.92793614,791,0.37876835,50.529587
GTEX-13JUV-2926-SM-5LZX7,0,B1,2 pieces,5.8,Brain,Brain - Cortex,1870,654,1030,Actual Death,BP-46529,RNA Extraction from Paxgene-derived Lysate Plate Based,12/4/13,LCSET-4901,3/23/14,TrueSeq.v1,USE ME,,0.92317235,64880,0.96705514,789,0.9274341,0.88839465,0.31582344,24788,0.65567124,0.76602376,76,41.328655,0.003265944,206,35432641,63983925,0.032653093,5089756,68990264,3633670,0.59841603,144449,30948342,55326,0.032540686,0,0.07866046,0.6080919,0.8239275,41952419,0.003373277,13570007,3761052,13898385,190,13918038,7544862,0.003319364,13798788,49.784878,0.073774986,0.9316959,854,0.34432876,50.597736
GTEX-13JVG-0011-R10b-SM-5KM2P,,"B1, A1",,5.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-47251,RNA isolation_PAXgene Tissue miRNA,12/16/13,LCSET-4821,3/23/14,TrueSeq.v1,USE ME,,0.9202857,68167,0.96501255,865,0.9292991,0.8941832,0.2500642,24662,0.59607905,0.795895,76,42.23046,0.003227454,361,30445149,69096483,0.034762524,7561287,74353326,4504468,0.663493,142879,33376119,65140,0.037333,0,0.07082937,0.5539357,0.8309636,41186963,0.003045805,14057953,4055130,14345488,244,14373401,7518996,0.003137511,14574881,50.348,0.101693995,0.9383126,811,0.403921,50.50616
GTEX-13JVG-0011-R5a-SM-5MR4O,,"B1, A1",,7.5,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-46932,RNA isolation_PAXgene Tissue miRNA,12/10/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.945619,62393,0.96438754,867,0.9485748,0.89410585,0.2542682,24718,0.6127054,0.6678905,76,44.913464,0.002970461,298,34711809,74401336,0.035354055,7492961,78434868,2946766,0.621581,143684,36313870,59994,0.034308184,0,0.070281625,0.5811969,0.8481263,45586100,0.002717992,15976306,4466201,16150613,277,16110253,8006638,0.00284462,16212867,50.15873,0.095531,0.95153064,849,0.3872946,50.271275
GTEX-13JVG-0011-R6a-SM-5MR3E,,"B1, A1",,6.3,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-47085,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.9456824,61630,0.964961,1018,0.94803333,0.90386593,0.2304647,24332,0.5136006,0.837143,76,41.393665,0.00309848,288,24829579,75906060,0.03490583,10811109,80066870,2839606,0.7386061,138973,37059940,85710,0.0487541,0,0.061095066,0.4869105,0.856895,38985398,0.002819873,16394125,5025529,16658795,284,16564632,6142598,0.002959522,16648809,50.126724,0.135026,0.9503842,796,0.4863994,50.400375
GTEX-13JVG-0011-R8a-SM-5KM3E,,"B1, A1",,6.8,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-47251,RNA isolation_PAXgene Tissue miRNA,12/16/13,LCSET-4821,3/23/14,TrueSeq.v1,USE ME,,0.9183673,58821,0.96341336,958,0.92767113,0.8777993,0.2510817,25142,0.60458934,0.8428853,76,33.93007,0.00324559,268,28117118,62114520,0.03640236,5571933,66957478,4165730,0.6621727,145290,29996727,68745,0.035827022,0,0.08561412,0.56086004,0.814309,37553775,0.003056675,13021123,3931840,13211662,203,13284605,5795525,0.00315208,13466215,50.339447,0.08321599,0.93697494,814,0.39541066,50.36317
GTEX-13JVG-3126-SM-5L3FH,0,B1,2 pieces; includes small portion of meninges,6,Brain,Brain - Cortex,1870,933,409,Actual Death,BP-46925,RNA Extraction from Paxgene-derived Lysate Plate Based,12/10/13,LCSET-4822,3/23/14,TrueSeq.v1,USE ME,,0.9161783,57473,0.9640323,850,0.9295692,0.8739516,0.27869803,25126,0.68294185,0.8378634,76,38.190254,0.003273743,180,37689355,60459870,0.03570375,4753177,65040742,6593060,0.64433646,145842,29090881,57062,0.033332787,0,0.09008064,0.6348417,0.8123985,41290575,0.003182054,12757245,3641321,12938344,175,13153635,6841888,0.003228559,13278958,50.237064,0.07307999,0.9429601,825,0.31705818,50.352394
GTEX-13N1W-0011-R10b-SM-5MR4H,,"C1, A1",,8.1,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-47087,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.94155324,81359,0.9540122,729,0.94465125,0.8729202,0.2714645,26913,0.7383701,0.81051445,76,58.840755,0.00274964,305,65344248,81660641,0.04570204,4644272,86445276,3108936,0.67680895,147905,39732747,50458,0.026923627,0,0.08109203,0.69750226,0.82460517,60295778,0.002521331,16906631,4280711,17180133,307,17138977,9670073,0.00263586,17168318,50.04276,0.053724993,0.94774926,881,0.26162988,50.40118
GTEX-13N1W-0011-R5b-SM-5MR5Q,,"C1, A1",,8.1,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-46977,RNA isolation_PAXgene Tissue miRNA,12/11/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.9367157,99094,0.9571743,774,0.9397943,0.8577905,0.31589144,28086,0.7191917,0.7351526,76,54.797997,0.002731304,294,62101212,85604358,0.042538617,5590277,91088398,3646776,0.6489272,152297,41603566,54485,0.027679743,0,0.09938384,0.67589223,0.8061466,61565944,0.002486216,18149917,4448524,18320841,295,18303766,9968893,0.002609162,18402799,50.134903,0.061371997,0.9428729,867,0.2808083,50.234325
GTEX-13N1W-0011-R6a-SM-5MR43,,"C1, A1",,6.5,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-47085,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.94126695,67276,0.9617757,784,0.9440117,0.88666993,0.28846192,26139,0.7051534,0.733793,76,48.336742,0.002756856,289,46595878,68373293,0.037944477,5005022,72428440,2734148,0.65945,147926,33306920,57732,0.032270525,0,0.07510583,0.6656731,0.8370268,48213662,0.002506447,14324111,3620016,14499811,241,14446376,8660339,0.002632015,14542665,50.16608,0.069102995,0.94675636,865,0.29484656,50.30478
GTEX-13N1W-0011-R8a-SM-5MR56,,"C1, A1",,7.8,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-47087,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.9417445,83351,0.95438755,665,0.94451094,0.87314,0.26039764,27380,0.707213,0.85576385,76,59.77962,0.002706676,305,58753368,85390682,0.045340333,5135857,90407298,3732114,0.67533857,151160,41601519,45997,0.025937548,0,0.08124751,0.66797036,0.8246903,60389396,0.002446106,17833710,5018738,18127027,302,18080747,10162051,0.002576773,18087790,50.00974,0.05680799,0.94727737,894,0.29278705,50.407837
GTEX-13N2G-0011-R10a-SM-5MR34,,"B1, A1",,8.1,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-47087,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.9426038,87600,0.9560923,682,0.9451602,0.8655617,0.2977348,27080,0.7396174,0.7720915,76,59.63139,0.002779141,296,65471016,81728022,0.043615077,9031015,86470024,3257660,0.60748804,150281,39816457,49190,0.027459262,0,0.090530634,0.6990569,0.8180945,60447468,0.002510983,17379824,4832857,17492033,282,17467423,11359556,0.002645424,17592288,50.178074,0.104440995,0.9477165,855,0.2603826,50.160885
GTEX-13N2G-0011-R5a-SM-5MR33,,"B1, A1",,8.4,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-47085,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-13N2G-0011-R6b-SM-5MR3P,,"B1, A1",,7,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-46977,RNA isolation_PAXgene Tissue miRNA,12/11/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.9417718,84153,0.9600052,749,0.94437385,0.8788842,0.27131185,26234,0.6827805,0.8005509,76,56.857536,0.002991208,292,50306218,81500640,0.039774485,8514222,86301252,3355760,0.6456391,147164,39719293,54046,0.03122301,0,0.08112108,0.64480007,0.8299952,55647047,0.002727692,17410810,4373928,17493390,275,17458917,9633497,0.002859813,17633416,50.24863,0.098657,0.9469759,873,0.3172195,50.118294
GTEX-13NYB-0011-R10a-SM-5KM43,,"B1, A1",,7.3,Brain,Brain - Frontal Cortex (BA9),9834,,,Presumed Death,BP-47251,RNA isolation_PAXgene Tissue miRNA,12/16/13,LCSET-4821,3/23/14,TrueSeq.v1,USE ME,,0.9149935,67569,0.94812167,916,0.9221472,0.8700237,0.26811042,25204,0.6588229,0.80405617,76,45.382626,0.00372249,232,39586575,70554486,0.051568486,6798086,76511084,5098850,0.68242097,144385,34164564,66842,0.0369116,0,0.078097925,0.6075317,0.80228996,46482912,0.003452572,14392614,5430638,14718504,216,14788730,7669189,0.003588578,14768216,49.965298,0.08885099,0.9293008,851,0.34117708,50.559734
GTEX-13NYB-0011-R5a-SM-5MR45,,"B1, A1",,7.2,Brain,Brain - Caudate (basal ganglia),1873,,,Presumed Death,BP-47087,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.9316899,77453,0.95172906,834,0.9347849,0.88350993,0.271674,24971,0.6100187,0.83151585,76,52.47011,0.003722338,320,38529649,83247476,0.048091527,9377603,89055216,3607562,0.71336657,143195,40562753,60131,0.0339539,0,0.068219125,0.57023627,0.82589173,50782511,0.003476648,17014720,5684861,17507696,309,17411388,8303667,0.003599899,17335518,49.890827,0.105301,0.93788,840,0.3899814,50.713997
GTEX-13NYB-0011-R6b-SM-5MR51,,"B1, A1",,6.8,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Presumed Death,BP-46977,RNA isolation_PAXgene Tissue miRNA,12/11/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.93444926,89972,0.9479404,680,0.9372273,0.86793214,0.29238477,25676,0.68340325,0.75001454,76,56.79521,0.003449976,315,53385341,86054957,0.05172706,9018153,91818664,3575286,0.6305735,145992,41903734,50811,0.026986433,0,0.0800083,0.6405042,0.8134497,58810238,0.003195096,17769069,5756429,17991000,293,17942142,10374790,0.003322914,18026381,50.117096,0.098216996,0.9400053,871,0.31659675,50.310307
GTEX-13NYB-0011-R8a-SM-5KM4R,,"B1, A1",,7,Brain,Brain - Hypothalamus,1898,,,Presumed Death,BP-47251,RNA isolation_PAXgene Tissue miRNA,12/16/13,LCSET-4821,3/23/14,TrueSeq.v1,USE ME,,0.9195854,72112,0.9627155,899,0.9271705,0.89086044,0.25730094,25641,0.7169719,0.82235223,76,53.206398,0.003489954,253,52969298,72855544,0.0369604,4877987,78578368,5095942,0.6596908,146084,35251598,70362,0.03944609,0,0.07185507,0.66475517,0.8259795,52235376,0.003227728,15053443,3952717,15389654,238,15474731,9465837,0.003359913,15466150,49.986137,0.062077988,0.93475556,843,0.28302813,50.552197
GTEX-13NYB-3026-SM-5IJD7,1,B1,"2 pieces, no abnormalities",6.1,Brain,Brain - Cortex,1870,1231,793,Presumed Death,BP-46925,RNA Extraction from Paxgene-derived Lysate Plate Based,12/10/13,LCSET-4814,3/4/14,TrueSeq.v1,USE ME,,0.91433084,74981,0.9708568,823,0.9262516,0.89298546,0.29289943,25520,0.6960105,0.8314941,76,54.88587,0.004491607,260,50855120,76522022,0.028877046,3927999,82614730,10422210,0.66176605,145744,36880114,60425,0.032693814,0,0.07787133,0.6446808,0.82712924,53260128,0.003679568,15900776,4035297,15967085,228,16092654,9178844,0.004090814,16602011,50.77896,0.047545988,0.9381724,856,0.30398953,50.10404
GTEX-13NYC-2826-SM-5K7WR,2,B1,"2 pieces; fragmented, focus of  meninges (outlined)",7.1,Brain,Brain - Cortex,1870,1075,598,Actual Death,BP-46650,RNA Extraction from Paxgene-derived Lysate Plate Based,12/5/13,LCSET-4819,3/16/14,TrueSeq.v1,USE ME,,0.9330035,69079,0.96197164,686,0.9414204,0.8696961,0.26720178,25734,0.78436106,0.79015195,76,57.23338,0.002495176,291,76965455,74439360,0.037618324,3705598,79071326,13620466,0.6040322,147054,36050637,49920,0.029698782,0,0.092275575,0.7384135,0.8187496,58387334,0.002597353,15662814,3809292,15780293,256,15916701,10380188,0.002545807,16088442,50.2683,0.04686399,0.94983727,860,0.21563895,50.18681
GTEX-13NYS-0011-R10a-SM-5MR4S,,"B1, A1",,7.3,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-47087,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.9443573,76017,0.9613887,924,0.94686425,0.8951065,0.25295144,24870,0.7581742,0.89657015,76,58.65622,0.002815604,295,63585532,71591950,0.038354438,5117327,75609516,2899626,0.7512033,141902,34873000,76612,0.04103286,0,0.06628221,0.717888,0.8475443,54279166,0.002549395,14969316,3700601,15156871,270,15096186,9108842,0.002682852,15187574,50.150887,0.067680985,0.9493712,835,0.24182583,50.31128
GTEX-13NYS-0011-R5a-SM-5MR4D,,"B1, A1",,7.2,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-46977,RNA isolation_PAXgene Tissue miRNA,12/11/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.9473768,71587,0.9656468,780,0.94978005,0.8892639,0.2853008,25079,0.6700794,0.8152984,76,53.191757,0.002984967,299,45073549,77042212,0.03410162,7358179,81115838,3127136,0.6312827,144495,37604136,64050,0.039041832,0,0.076382846,0.63642806,0.84460515,51624395,0.002711549,16517847,4322671,16616240,273,16578334,9191048,0.002848604,16721838,50.21547,0.09071199,0.9521834,853,0.32992065,50.148476
GTEX-13NYS-0011-R6b-SM-5MR3R,,"B1, A1",,7.2,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-47085,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.94472724,81759,0.96265984,859,0.9476221,0.8792593,0.29272723,25311,0.70445997,0.78714955,76,51.273026,0.002957841,293,50743211,74749347,0.03706019,7131548,78880958,3030730,0.63325495,144524,36407517,60521,0.032992996,0,0.0834006,0.6675618,0.8332056,52657922,0.00271597,15891665,3728530,16081088,261,16035048,9227216,0.002837275,16131124,50.149345,0.09040899,0.95051706,827,0.29554003,50.296227
GTEX-13NYS-0011-R8a-SM-5MR5H,,"B1, A1",,6.6,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-47087,RNA isolation_PAXgene Tissue miRNA,12/12/13,LCSET-4902,3/22/14,TrueSeq.v1,USE ME,,0.9456789,73432,0.97195315,853,0.9482309,0.9134645,0.2543739,24576,0.61119056,0.7883459,76,53.06989,0.003093299,323,36349265,78207451,0.02786585,9024739,82477220,3190272,0.6671743,142810,38168545,61005,0.034687612,0,0.05848865,0.5795498,0.8661753,47799652,0.002836876,16805020,4484194,17070866,295,16985886,8852085,0.002965433,17072498,50.12715,0.10942099,0.95078313,850,0.3888095,50.39238
GTEX-13NYS-3126-SM-5KLYV,1,B1,2 pieces; meninges present [outlined],6.9,Brain,Brain - Cortex,1870,1115,535,Actual Death,BP-46999,RNA Extraction from Paxgene-derived Lysate Plate Based,12/11/13,LCSET-4820,3/20/14,TrueSeq.v1,USE ME,,0.9115211,86346,0.95617175,687,0.9206085,0.8523685,0.30830824,26742,0.7255077,0.8149875,76,67.41291,0.003366952,297,71443112,93911647,0.04351345,6636797,102010410,4774994,0.6424522,149239,45238849,47631,0.02680424,0,0.10380327,0.66790855,0.78469765,68133626,0.003042231,19602612,5646392,19928806,292,20129168,11862539,0.003206194,20179957,50.063,0.06506,0.9296959,888,0.27449226,50.41258
