Assay_Type_s	AssemblyName_s	AvgSpotLen_l	BioSample_s	Center_Name_s	Experiment_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	data_type_s	instrument_name_s	lane_s	library_type_s	product_order_s	product_part_number_s	work_request_s	BioProject_s	Consent_s	Organism_s	Platform_s	SRA_Study_s
RNA-Seq	GRCh37	152	SAMN01772251	BI	SRX204035	222	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94823	2014-10-02	7526	4358	2012-11-09	SRR615671	SRS374974	GTEX-OXRP-2526-SM-2S1NO							29764	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772805	BI	SRX204036	181	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93053	2014-10-02	5563	3076	2012-11-09	SRR615491	SRS374975	GTEX-R55G-0726-SM-2TC6J							29805	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772799	BI	SRX204039	190	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93828	2014-10-02	3165	1835	2012-11-09	SRR615994	SRS374976	GTEX-QEG5-0526-SM-2S1PC							29765	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772931	BI	SRX204041	191	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93842	2014-10-02	6049	3342	2012-11-09	SRR615503	SRS374977	GTEX-RTLS-0326-SM-2TF6A							29808	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772301	BI	SRX204043	177	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93885	2014-10-02	7606	4264	2012-11-09	SRR615515	SRS374978	GTEX-RVPU-0011-R4A-SM-2TF6X							29808	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772789	BI	SRX204048	188	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93846	2014-10-02	8234	4479	2012-11-09	SRR615539	SRS374980	GTEX-RU1J-0126-SM-2TF6Y							29808	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772302	BI	SRX204050	181	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93035	2014-10-02	7829	4553	2012-11-09	SRR615683	SRS374981	GTEX-R55E-0426-SM-2TC65							29805	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772497	BI	SRX204054	170	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-92919	2014-10-02	6417	3572	2012-11-09	SRR615850	SRS374982	GTEX-QESD-1726-SM-2S1R7							29766	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772914	BI	SRX204055	221	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93031	2014-10-02	5570	3330	2012-11-09	SRR615563	SRS374983	GTEX-R55E-0006-SM-2TC5G							29805	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772981	BI	SRX204059	222	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94956	2014-10-02	6102	3015	2012-11-09	SRR615575	SRS374984	GTEX-OHPM-0126-SM-2YUN9							30530	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772892	BI	SRX204060	205	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94860	2014-10-02	6906	3998	2012-11-09	SRR615189	SRS374985	GTEX-PSDG-1126-SM-2S1ON							29764	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772657	BI	SRX204063	186	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93872	2014-10-02	7828	4277	2012-11-09	SRR615527	SRS374986	GTEX-RUSQ-1526-SM-2TF62							29808	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772580	BI	SRX204065	202	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93771	2014-10-02	7800	3786	2012-11-09	SRR615695	SRS374987	GTEX-RNOR-0726-SM-2TF5I							29807	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772675	BI	SRX204066	247	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93783	2014-10-02	8076	4147	2012-11-09	SRR614455	SRS374988	GTEX-RNOR-0011-R7A-SM-2TF4V							29807	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772888	BI	SRX204068	184	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94819	2014-10-02	5997	3476	2012-11-09	SRR615587	SRS374989	GTEX-PLZ4-0126-SM-2S1OG							29764	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772815	BI	SRX204070	229	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93751	2014-10-02	7369	3778	2012-11-09	SRR615910	SRS374990	GTEX-R55F-1726-SM-2TF4R							29807	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772862	BI	SRX204072	210	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94816	2014-10-02	4645	2713	2012-11-09	SRR614839	SRS374991	GTEX-PWCY-2026-SM-2S1NF							29764	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772242	BI	SRX204074	256	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93868	2014-10-02	7218	4024	2012-11-09	SRR615117	SRS374992	GTEX-RUSQ-0006-SM-2TF6P							29808	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772388	BI	SRX204077	241	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94938	2014-10-02	5923	2866	2012-11-09	SRR615635	SRS374993	GTEX-OXRL-1626-SM-2YUMU							30530	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772217	BI	SRX204078	204	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93823	2014-10-02	5272	3152	2012-11-09	SRR615647	SRS374994	GTEX-QCQG-0006-SM-2S1OW							29765	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772939	BI	SRX204080	187	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94822	2014-10-02	5234	3275	2012-11-09	SRR615946	SRS374995	GTEX-P4PP-0226-SM-2S1NN							29764	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772318	BI	SRX204082	199	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-92941	2014-10-02	5172	2967	2012-11-09	SRR615611	SRS374996	GTEX-QLQW-1326-SM-2S1QS							29766	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772390	BI	SRX204085	215	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94919	2014-10-02	8416	4276	2012-11-09	SRR614827	SRS374997	GTEX-OHPJ-0726-SM-2YUNM							30530	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772662	BI	SRX204086	185	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93052	2014-10-02	7106	4167	2012-11-09	SRR615958	SRS374998	GTEX-R55G-2526-SM-2TC6D							29805	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772269	BI	SRX204089	226	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94859	2014-10-02	7791	4503	2012-11-09	SRR615862	SRS374999	GTEX-PWN1-1626-SM-2S1OL							29764	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772730	BI	SRX204092	157	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-92949	2014-10-02	2632	1521	2012-11-09	SRR615898	SRS375000	GTEX-QVJO-1926-SM-2S1QZ							29766	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772856	BI	SRX204094	168	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93867	2014-10-02	7467	4188	2012-11-09	SRR615766	SRS375001	GTEX-RU72-0011-R11A-SM-2TF6J							29808	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772957	BI	SRX204095	224	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93877	2014-10-02	7825	4386	2012-11-09	SRR615056	SRS375002	GTEX-RVPV-0226-SM-2TF6W							29808	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01773133	BI	SRX204097	217	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-94915	2014-10-02	8315	4155	2012-11-09	SRR615551	SRS375003	GTEX-O5YW-0526-SM-2YUMX							30530	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772409	BI	SRX204099	225	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93798	2014-10-02	7726	4454	2012-11-16	SRR617829	SRS375004	GTEX-QDVN-2426-SM-2S1Q4							29765	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01773062	BI	SRX204101	172	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-92918	2014-10-02	6998	3853	2012-11-09	SRR615153	SRS375005	GTEX-QLQW-1426-SM-2S1QU							29766	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01772423	BI	SRX204103	220	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-93748	2014-10-02	8665	4772	2012-11-09	SRR615141	SRS375006	GTEX-R55F-0011-R5A-SM-2TF5L							29807	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801822	BI	SRX207808	233	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71853	2014-10-02	5959	3187	2012-11-29	SRR627299	SRS377738	GTEX-N7MT-1226-SM-26GMC							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801813	BI	SRX207853	267	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71855	2014-10-02	5156	2744	2012-11-29	SRR627419	SRS377761	GTEX-N7MS-0007-SM-26GME							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801819	BI	SRX207854	224	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71868	2014-10-02	8731	4947	2012-11-29	SRR627435	SRS377762	GTEX-NPJ8-0007-SM-26GMW							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801824	BI	SRX207855	228	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71864	2014-10-02	10643	6095	2012-11-29	SRR627427	SRS377763	GTEX-N7MT-0126-SM-26GMS							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801815	BI	SRX207856	245	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71851	2014-10-02	5712	3069	2012-11-29	SRR627433	SRS377764	GTEX-N7MS-2526-SM-26GMA							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801830	BI	SRX207857	268	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71861	2014-10-02	5874	3009	2012-11-29	SRR627431	SRS377765	GTEX-O5YV-2026-SM-26GMK							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801816	BI	SRX207858	233	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71865	2014-10-02	7641	4348	2012-11-29	SRR627429	SRS377766	GTEX-N7MT-1226-SM-26GMT							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801823	BI	SRX207859	239	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71858	2014-10-02	4856	2495	2012-11-29	SRR627421	SRS377767	GTEX-NPJ8-1526-SM-26GMH							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801833	BI	SRX207860	234	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71854	2014-10-02	6260	3275	2012-11-29	SRR627425	SRS377768	GTEX-N7MS-2425-SM-26GMD							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801818	BI	SRX207861	243	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71872	2014-10-02	6121	3507	2012-11-29	SRR627464	SRS377769	GTEX-O5YV-0526-SM-26GN1							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801817	BI	SRX207862	222	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71867	2014-10-02	8247	4725	2012-11-29	SRR627423	SRS377770	GTEX-N7MS-0007-SM-26GMV							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801829	BI	SRX207863	245	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71870	2014-10-02	6199	3540	2012-11-29	SRR627449	SRS377771	GTEX-NPJ8-1526-SM-26GMY							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801821	BI	SRX207864	236	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71869	2014-10-02	8259	4735	2012-11-29	SRR627457	SRS377772	GTEX-NPJ8-0326-SM-26GMX							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801814	BI	SRX207865	247	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71857	2014-10-02	5437	2691	2012-11-29	SRR627445	SRS377773	GTEX-NPJ8-0326-SM-26GMG							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN00992751	BI	SRX207867	215	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-74474	2014-10-02	8350	3994	2012-11-29	SRR627459	SRS333263	GTEX-O5YV-0526-SM-2D7VZ							27435	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801832	BI	SRX207868	257	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71852	2014-10-02	5392	2796	2012-11-29	SRR627447	SRS377774	GTEX-N7MT-0126-SM-26GMB							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801811	BI	SRX207869	225	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71871	2014-10-02	7029	4007	2012-11-29	SRR627462	SRS377775	GTEX-NPJ8-2626-SM-26GMZ							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801825	BI	SRX207870	241	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71860	2014-10-02	5760	2828	2012-11-29	SRR627437	SRS377776	GTEX-O5YV-0526-SM-26GMJ							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801827	BI	SRX207871	229	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71856	2014-10-02	3823	2002	2012-11-29	SRR627441	SRS377777	GTEX-NPJ8-0007-SM-26GMF							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801820	BI	SRX207872	237	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71863	2014-10-02	6641	3793	2012-11-29	SRR627451	SRS377778	GTEX-N7MS-2526-SM-26GMR							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801831	BI	SRX207873	265	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71873	2014-10-02	8648	4901	2012-11-29	SRR627439	SRS377779	GTEX-O5YV-2026-SM-26GN2							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801812	BI	SRX207874	256	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71862	2014-10-02	6509	3710	2012-11-29	SRR627443	SRS377780	K-562-SM-26GMQ							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801826	BI	SRX207875	236	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71866	2014-10-02	8372	4819	2012-11-29	SRR627455	SRS377781	GTEX-N7MS-2425-SM-26GMU							26256	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	202	SAMN01801828	BI	SRX207876	224	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-71859	2014-10-02	4826	2572	2012-11-29	SRR627453	SRS377782	GTEX-NPJ8-2626-SM-26GMI							26255	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887221	BI	SRX221187	271	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-115832	2014-10-02	9457	5007	2013-02-01	SRR654730	SRS388994	GTEX-P44H-0326-SM-2XCES							30333	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887151	BI	SRX221189	218	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-112708	2014-10-02	3643	1993	2013-02-01	SRR654754	SRS388995	GTEX-SNOS-0226-SM-32PLR							30957	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887419	BI	SRX221194	213	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-118880	2014-10-02	6091	3016	2013-02-01	SRR654838	SRS388996	GTEX-UJHI-0726-SM-3DB92							31753	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01886936	BI	SRX221197	250	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-118870	2014-10-02	6472	3181	2013-02-01	SRR654766	SRS388997	GTEX-U8XE-0726-SM-3DB8O							31753	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887242	BI	SRX221200	311	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119177	2014-10-02	6651	3525	2013-02-01	SRR654826	SRS388998	GTEX-RWS6-0226-SM-2XCA9							30330	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887525	BI	SRX221202	341	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119239	2014-10-02	5687	3073	2013-02-01	SRR654802	SRS388999	GTEX-SIU7-1826-SM-2XCE2							30332	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887529	BI	SRX221204	335	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-118199	2014-10-02	11829	6444	2013-02-01	SRR655146	SRS389000	GTEX-TSE9-0011-R9A-SM-3DB7Q							31752	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01886927	BI	SRX221209	328	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-118204	2014-10-02	16109	8659	2013-02-01	SRR657659	SRS389001	GTEX-T8EM-0326-SM-3DB7F							31752	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887312	BI	SRX221214	306	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-118210	2014-10-02	11390	6411	2013-02-01	SRR654778	SRS389002	GTEX-U3ZH-1626-SM-3DB74							31752	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01886913	BI	SRX221219	210	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119229	2014-10-02	4574	2462	2013-02-01	SRR654814	SRS389003	GTEX-SIU8-0926-SM-2XCDO							30332	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01886857	BI	SRX221220	330	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119116	2014-10-02	8363	4288	2013-02-01	SRR654850	SRS389004	GTEX-R55D-1026-SM-3GAEQ							32295	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887310	BI	SRX221223	223	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-118878	2014-10-02	7149	3478	2013-02-01	SRR657857	SRS389005	GTEX-U8XE-0326-SM-3DB8P							31753	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887006	BI	SRX221226	279	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119264	2014-10-02	7338	3957	2013-02-02	SRR657869	SRS389006	GTEX-RUSQ-0003-SM-2XCEB							30332	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01886923	BI	SRX221229	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-112707	2014-10-02	6975	3696	2013-02-01	SRR657903	SRS389007	GTEX-SUCS-0326-SM-32PLL							30957	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01886930	BI	SRX221232	260	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119101	2014-10-02	2970	1579	2013-02-02	SRR657880	SRS389008	GTEX-R55D-0926-SM-3GAEU							32295	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887005	BI	SRX221233	258	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119266	2014-10-02	6470	3605	2013-02-01	SRR657891	SRS389009	GTEX-S7SE-0011-R4A-SM-2XCDB							30332	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01886943	BI	SRX221238	232	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-118850	2014-10-02	7117	3522	2013-02-01	SRR654862	SRS389010	GTEX-UJHI-1626-SM-3DB9A							31753	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887122	BI	SRX221242	223	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-118297	2014-10-02	6512	3637	2013-02-01	SRR654874	SRS389011	GTEX-QVUS-2826-SM-3GADB							32294	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887262	BI	SRX221244	330	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-113961	2014-10-02	8050	4381	2013-02-02	SRR655601	SRS389012	GTEX-T6MO-0426-SM-32QOI							31053	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01886835	BI	SRX221247	261	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119250	2014-10-02	5995	3316	2013-02-01	SRR654886	SRS389013	GTEX-S7SE-0011-R6A-SM-2XCD9							30332	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887319	BI	SRX221252	310	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-115788	2014-10-02	12142	6344	2013-02-01	SRR654898	SRS389014	GTEX-QDT8-0226-SM-32PL4							30956	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887366	BI	SRX221256	215	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-118879	2014-10-02	6974	3394	2013-02-01	SRR657695	SRS389015	GTEX-U8XE-0926-SM-3DB8V							31753	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887155	BI	SRX221258	311	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119114	2014-10-02	5032	2722	2013-02-01	SRR654940	SRS389016	GTEX-UTHO-1226-SM-3GAEE							32295	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN01887123	BI	SRX221260	303	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-119256	2014-10-02	7248	4092	2013-02-01	SRR654921	SRS389017	GTEX-S7SE-0005-SM-2XCEA							30332	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
